"Group","PPH","Direct %","Indirect %","Gap %"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Emily Mickelson -> 2026-05-22","83","76.51%","1.55%","21.94%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Emily Mickelson -> 2026-05-23","89","79.70%","9.25%","11.04%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Erick Maness","91","80.36%","15.59%","4.05%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Erick Maness -> 2026-05-18","0","0.00%","100.00%","0.00%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Erick Maness -> 2026-05-19","91","92.30%","0.00%","7.70%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Erick Maness -> 2026-05-22","93","87.73%","7.15%","5.12%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Erick Maness -> 2026-05-23","89","85.88%","9.76%","4.35%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Erick Maness -> 2026-05-24","92","95.66%","2.16%","2.18%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Evan Hudson","118","88.40%","7.63%","3.98%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Evan Hudson -> 2026-05-18","125","88.51%","7.31%","4.17%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Evan Hudson -> 2026-05-23","107","85.79%","9.13%","5.09%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Evan Hudson -> 2026-05-24","122","90.23%","6.70%","3.07%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Isaiah Steele","91","88.37%","2.12%","9.51%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Isaiah Steele -> 2026-05-21","89","86.49%","3.44%","10.07%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Isaiah Steele -> 2026-05-22","92","89.05%","1.18%","9.77%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Isaiah Steele -> 2026-05-23","93","89.58%","1.73%","8.69%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Ivan Maldonado","108","89.99%","5.16%","4.85%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Ivan Maldonado -> 2026-05-22","106","96.06%","1.92%","2.02%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Ivan Maldonado -> 2026-05-23","113","81.76%","8.87%","9.37%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Ivan Maldonado -> 2026-05-24","106","92.53%","4.54%","2.93%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Jillian Moore","79","84.82%","2.66%","12.52%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Jillian Moore -> 2026-05-23","81","88.49%","0.00%","11.51%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Jillian Moore -> 2026-05-24","76","81.67%","4.94%","13.39%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Nico Binarao","70","78.42%","8.31%","13.26%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Nico Binarao -> 2026-05-20","0","0.00%","35.73%","64.27%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Nico Binarao -> 2026-05-21","60","84.55%","8.70%","6.75%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Nico Binarao -> 2026-05-22","71","85.84%","4.42%","9.74%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Nico Binarao -> 2026-05-23","78","92.42%","2.19%","5.39%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Oriana Whitehouse","66","73.67%","4.71%","21.60%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Oriana Whitehouse -> 2026-05-20","0","0.00%","0.00%","99.85%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Oriana Whitehouse -> 2026-05-21","67","83.24%","5.79%","10.97%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Oriana Whitehouse -> 2026-05-22","67","73.62%","7.81%","18.57%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Oriana Whitehouse -> 2026-05-23","65","89.32%","2.15%","8.53%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Ricky Serna","99","77.65%","14.83%","7.52%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Ricky Serna -> 2026-05-18","0","0.00%","100.00%","0.00%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Ricky Serna -> 2026-05-22","99","94.27%","1.58%","4.15%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Ricky Serna -> 2026-05-23","107","83.82%","0.00%","16.18%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Ricky Serna -> 2026-05-24","95","85.13%","6.28%","8.59%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Sam Cunningham","84","78.79%","10.18%","11.04%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Sam Cunningham -> 2026-05-22","77","78.06%","10.82%","11.12%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Sam Cunningham -> 2026-05-23","80","78.83%","9.94%","11.23%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Sam Cunningham -> 2026-05-24","94","79.45%","9.79%","10.76%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Sione Makaafi","73","76.83%","3.94%","19.23%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Sione Makaafi -> 2026-05-20","0","0.00%","0.00%","100.00%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Sione Makaafi -> 2026-05-21","91","89.97%","0.00%","10.03%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Sione Makaafi -> 2026-05-22","66","86.47%","4.13%","9.40%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Sione Makaafi -> 2026-05-23","63","80.79%","9.04%","10.17%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Tyree McMillian","103","88.13%","2.56%","9.30%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Tyree McMillian -> 2026-05-21","101","86.72%","2.23%","11.04%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Tyree McMillian -> 2026-05-22","105","90.00%","1.92%","8.08%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Tyree McMillian -> 2026-05-23","102","87.64%","3.55%","8.81%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Zack Alday","94","12.60%","4.62%","0.31%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Zack Alday -> 2026-05-21","0","0.00%","3.59%","0.45%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Zack Alday -> 2026-05-22","0","0.00%","0.00%","0.23%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Zack Alday -> 2026-05-23","0","0.00%","0.00%","0.42%"
" -> 2026-05-18 -> Chelsea Chappell -> Picker -> Zack Alday -> 2026-05-24","94","77.66%","22.34%","0.00%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away","131","47.04%","12.40%","2.47%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Adain Burnett","98","41.70%","21.86%","2.72%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Adain Burnett -> 2026-05-22","0","0.00%","0.00%","0.16%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Adain Burnett -> 2026-05-23","92","61.21%","36.21%","2.58%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Adain Burnett -> 2026-05-24","104","64.76%","29.72%","5.52%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Aj Brister","89","8.22%","5.44%","0.07%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Aj Brister -> 2026-05-22","0","0.00%","3.79%","0.07%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Aj Brister -> 2026-05-23","89","24.57%","8.14%","0.00%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Aj Brister -> 2026-05-24","0","0.00%","4.36%","0.12%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Angel Rosales","125","38.10%","21.25%","3.61%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Angel Rosales -> 2026-05-18","0","0.00%","98.69%","1.31%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Angel Rosales -> 2026-05-20","133","97.89%","0.00%","2.11%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Angel Rosales -> 2026-05-22","0","0.00%","0.00%","0.00%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Angel Rosales -> 2026-05-23","120","66.26%","21.55%","8.78%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Peyton Randolph","149","93.66%","2.91%","3.43%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Peyton Randolph -> 2026-05-20","127","95.46%","0.00%","4.54%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Peyton Randolph -> 2026-05-22","162","93.61%","2.09%","4.30%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Peyton Randolph -> 2026-05-23","148","93.20%","3.36%","3.45%"
" -> 2026-05-18 -> Chelsea Chappell -> Put Away -> Peyton Randolph -> 2026-05-24","148","93.41%","4.53%","2.07%"
" -> 2026-05-18 -> Christopher Sandoval","100","5.41%","93.59%","1.00%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler","100","5.41%","93.59%","1.00%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Adam Vega","119","16.93%","80.72%","2.35%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Adam Vega -> 2026-05-18","0","0.00%","99.88%","0.12%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Adam Vega -> 2026-05-19","181","2.81%","96.41%","0.78%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Adam Vega -> 2026-05-20","104","29.01%","67.80%","3.20%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Adam Vega -> 2026-05-21","140","0.18%","99.76%","0.07%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Adam Vega -> 2026-05-22","119","16.78%","79.89%","3.33%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Adam Vega -> 2026-05-23","128","81.83%","7.52%","10.65%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Andrew Orozco","87","4.31%","95.48%","0.21%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Andrew Orozco -> 2026-05-18","0","0.00%","99.89%","0.11%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Andrew Orozco -> 2026-05-19","0","0.00%","99.76%","0.24%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Andrew Orozco -> 2026-05-20","87","20.52%","79.48%","0.00%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Andrew Orozco -> 2026-05-21","0","0.00%","99.79%","0.21%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Andrew Orozco -> 2026-05-22","0","0.00%","99.45%","0.55%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jacques Doucette","83","5.08%","94.79%","0.13%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jacques Doucette -> 2026-05-18","0","0.00%","99.94%","0.06%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jacques Doucette -> 2026-05-19","0","0.00%","99.90%","0.10%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jacques Doucette -> 2026-05-20","0","0.00%","99.75%","0.25%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jacques Doucette -> 2026-05-21","83","20.32%","79.58%","0.10%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jason Moore","0","0.00%","99.89%","0.11%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jason Moore -> 2026-05-19","0","0.00%","99.88%","0.12%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jason Moore -> 2026-05-20","0","0.00%","99.92%","0.08%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jason Moore -> 2026-05-21","0","0.00%","99.88%","0.12%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta","102","4.95%","94.40%","0.64%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-05-19","0","0.00%","99.26%","0.74%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-05-20","0","0.00%","99.24%","0.76%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-05-21","0","0.00%","99.51%","0.49%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-05-22","0","0.00%","99.39%","0.61%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-05-24","102","39.16%","60.18%","0.66%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Luis Arevalo","0","0.00%","99.72%","0.28%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Luis Arevalo -> 2026-05-18","0","0.00%","99.74%","0.26%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Luis Arevalo -> 2026-05-19","0","0.00%","99.69%","0.31%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Luis Arevalo -> 2026-05-20","0","0.00%","99.77%","0.23%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Luis Arevalo -> 2026-05-21","0","0.00%","99.70%","0.30%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa","0","0.00%","99.77%","0.23%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa -> 2026-05-18","0","0.00%","99.55%","0.45%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa -> 2026-05-19","0","0.00%","99.88%","0.12%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa -> 2026-05-20","0","0.00%","99.82%","0.18%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa -> 2026-05-21","0","0.00%","99.84%","0.16%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg","92","5.74%","93.16%","1.09%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg -> 2026-05-18","0","0.00%","99.78%","0.22%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg -> 2026-05-19","0","0.00%","99.82%","0.18%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg -> 2026-05-20","92","41.60%","51.93%","6.47%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg -> 2026-05-21","0","0.00%","99.69%","0.31%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Matt Morelli","80","5.21%","94.65%","0.15%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Matt Morelli -> 2026-05-18","0","0.00%","99.80%","0.20%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Matt Morelli -> 2026-05-19","0","0.00%","99.79%","0.21%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Matt Morelli -> 2026-05-20","0","0.00%","99.92%","0.08%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Matt Morelli -> 2026-05-21","80","20.87%","79.02%","0.11%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Mike Sgro","82","10.71%","87.12%","2.17%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-05-18","0","0.00%","99.70%","0.30%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-05-19","0","0.00%","99.47%","0.53%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-05-20","0","0.00%","99.50%","0.50%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-05-21","0","0.00%","99.65%","0.35%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-05-23","82","83.91%","1.99%","14.10%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Optimus Myers","105","5.88%","91.95%","2.17%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-05-18","0","0.00%","99.20%","0.80%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-05-19","0","0.00%","99.61%","0.39%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-05-20","0","0.00%","99.46%","0.54%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-05-21","0","0.00%","99.31%","0.69%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-05-24","105","40.13%","48.64%","11.24%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Xavier Villa","106","0.29%","98.23%","1.49%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-05-18","131","0.71%","99.29%","0.00%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-05-19","69","0.56%","93.95%","5.50%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-05-20","0","0.00%","99.36%","0.64%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-05-21","0","0.00%","99.75%","0.25%"
" -> 2026-05-18 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-05-22","0","0.00%","98.62%","1.38%"
" -> 2026-05-18 -> Jada Tingley","112","66.82%","23.04%","8.46%"
" -> 2026-05-18 -> Jada Tingley -> Load Out","112","74.66%","14.01%","9.72%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Benji Villa-Tapia","99","79.37%","11.75%","8.89%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-05-18","96","77.72%","10.89%","11.38%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-05-19","99","78.67%","13.45%","7.89%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-05-20","100","76.21%","15.15%","8.63%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-05-21","92","79.63%","13.31%","7.06%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-05-22","110","86.02%","4.23%","9.75%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Brady Warrick","125","78.48%","0.00%","21.52%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Brady Warrick -> 2026-05-18","158","70.39%","0.00%","29.61%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Brady Warrick -> 2026-05-19","97","86.65%","0.00%","13.35%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Chris Veba","110","56.71%","29.88%","13.40%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Chris Veba -> 2026-05-18","123","65.41%","11.62%","22.96%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Chris Veba -> 2026-05-19","102","72.30%","10.96%","16.74%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Chris Veba -> 2026-05-20","119","19.90%","70.81%","9.29%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Chris Veba -> 2026-05-21","103","67.38%","27.84%","4.79%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Devin Moore","120","83.91%","6.84%","9.25%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Devin Moore -> 2026-05-18","129","90.62%","0.00%","9.38%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Devin Moore -> 2026-05-19","98","66.62%","27.25%","6.13%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Devin Moore -> 2026-05-20","118","90.74%","0.00%","9.26%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Devin Moore -> 2026-05-21","130","87.75%","0.00%","12.25%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Howard Sandberg","139","82.44%","8.92%","8.63%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Howard Sandberg -> 2026-05-18","145","84.38%","10.91%","4.72%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Howard Sandberg -> 2026-05-19","141","89.93%","5.67%","4.40%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Howard Sandberg -> 2026-05-20","131","75.46%","12.90%","11.63%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Howard Sandberg -> 2026-05-21","137","80.06%","6.20%","13.74%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Josiah Roberts","110","79.64%","12.71%","7.65%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Josiah Roberts -> 2026-05-18","108","82.87%","6.50%","10.63%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Josiah Roberts -> 2026-05-19","104","76.05%","13.10%","10.85%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Josiah Roberts -> 2026-05-21","119","80.09%","18.24%","1.68%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Michael Walters","127","81.90%","10.36%","7.73%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Michael Walters -> 2026-05-18","139","83.08%","9.84%","7.07%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Michael Walters -> 2026-05-19","141","85.71%","7.01%","7.29%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Michael Walters -> 2026-05-20","114","92.97%","2.71%","4.32%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Michael Walters -> 2026-05-21","110","67.99%","20.37%","11.64%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Nomar Sierra","103","80.46%","9.31%","10.24%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Nomar Sierra -> 2026-05-18","118","86.07%","6.75%","7.19%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Nomar Sierra -> 2026-05-19","91","81.46%","9.73%","8.82%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Nomar Sierra -> 2026-05-20","92","84.67%","6.13%","9.20%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Nomar Sierra -> 2026-05-21","114","70.70%","14.12%","15.17%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Owen Holt","114","68.81%","22.59%","8.60%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Owen Holt -> 2026-05-18","111","81.05%","11.75%","7.20%"
" -> 2026-05-18 -> Jada Tingley -> Load Out -> Owen Holt -> 2026-05-19","129","74.61%","22.25%","3.14%"
